,review_id,user_id,business_id,stars,useful,funny,cool,text,date
2555251,eBoqB7N0jS1GREP3uM1MGA,516FuCck9ihucPkKYXnDaQ,8lKmq3q0sxraES0p0uZINw,5.0,0,0,0,"This is me and my wifes favorite in n out in town. We go here because they never get our order wrong. She is a vegetarian so its important that she get her burger without meat. To the team members who work here and always seem so friendly, thank you!",2018-05-07 10:32:15
460043,dsXzGtyfSBsprKIZ-fvSxg,M-hOLnSsTP_e-F0oU3xIqg,dNR-b-CsrFGYhMo9zLMrCw,2.0,1,0,0,"Taste 2/5

It feels like a very Americanized Korean restaurant. 
The menu is very short with limited options. 

I had the spicy pork bulgogi and teriyaki beef with fried rice. The spicy pork bulgogi was ok, nothing special though. 

The beef teriyaki was a bit salty. 

Overall, the taste is below average for Korean cuisine, and the price is a bit high considering the food quality and the service ( it's mostly self service, you order at the cashier counter).

I would not recommend this spot at all.",2019-08-24 19:47:31
3503150,iT7xXj2aRxxJnZptVGmmFw,Jtk8UOWXwMkSTDGwg2iGqA,oJW53Urb0Uf1Ywragqr2-Q,3.0,0,0,0,"Reasonable prices, decent service, average sushi....",2015-08-20 20:52:38
2842802,YunpBHjCmSq0naOiuhheCA,XbN5C8a7sgGHqbF2zmcw3g,FeCkEyoGHVAR7KzrEX-uMA,3.0,0,0,0,"Pretty standard honkey tonk in Nashville. Seemed like it took forever between bands. Staff was pretty mediocre: they never went out of their way to get you anything; for the most part they stayed behind the bar so if you ever needed anything to drink you had to go up to the bar to get it. Music was good, but both acts we saw (both women) seemed to do more talking than singing. But the singing they did do was good!",2012-09-11 02:11:06
2696774,mhyEJoBzOV173Uj8-O7RqQ,8DVxEzCNqAKAxoMctNyHzQ,DKrC3kWnF91hmUvDPoYp4A,5.0,0,0,0,"We stopped in for a drink & appetizer on a whim and were very pleasantly surprised! 

The pork belly was fantastic and the lobster bisque was equally delicious.

Gorgeous and classy, but still friendly enough for two people in jeans to enjoy an hour at the bar.

We are absolutely going to be back for dinner!",2019-01-20 22:26:53
4254795,L2O6zB77R0By_WSLPwAbxQ,2YD4QK8qhn5Wdqojr8pfmA,ofDCLT3IX2mrsv1PziA7-w,5.0,3,1,0,"This review is for Phyllis. This morning we were sold seats at the ticket booth. We had a long discussion about my grandmas limited walking abilities. We were assured my 92 year-old grandma would be able to take "" 5 tiny steps"" to get to these seats.  When we arrived we realized that there were several sets of steps, none were  tiny and it was absolutely not an option for us. My grandma had actually fallen here in the hallway several years ago, breaking her pelvis. 

We were here to see American Idol live, my grandma's favorite show and it was going to be extremely upsetting if we were going to have to cancel. Phyllis showed up and after explaining the situation she gave us several options of seats in the back row and checked for us if they were available. They were, and my grandma was able to maneuver into the seat  easily so that we could watch the show. Not only did Phyllis save our evening, she was extremely kind while doing it. Without her, either we would have had to leave or my grandma would have been sore for days or even weeks after. I appreciate Phyllis, and I would consider her a true asset to Ruth Eckerd Hall. Numerous people attempted to help and all were very kind and considerate. Thank you all!!",2015-07-07 23:19:31
732540,XYIQsyGzL4r85MReniIXLA,miPlNRprI_0LvWdkRFdqHw,-Dr6MZW6ZVP7X6ai30Qrlw,1.0,1,0,0,"By far the worst Chinese food that I have had in a really long time, the chicken was done right burn and drenched in sauce. The rice was old and crunch to say the best I didn't even finish my meal only took two bites and threw this crap in the garbage.",2017-03-27 21:05:45
1313366,6E3lsGvd5qVsTcFbFCjhuw,L4YGZpSEbwbH-2hcsj1i1w,3-SD1f75MP44KQjzzE35Tg,5.0,0,0,1,"Dr. Pedro and the entire staff at 100% Chiropractic  are THE BEST!  I highly recommend you visit them.  They are friendly, welcoming, and their positive attitudes are contagious.  Each time I arrive, I am greeted with smiles by the beautiful ladies at the front desk.  They create a family atmosphere that is upbeat, fun, and makes you feel very comfortable.  They truly care about the people they are helping.  Dr. Pedro takes the time to educate his patients and answer any questions they may have. 

I have been going to 100% Chiropractic for almost a year and I feel like a completely different person now! I had terrible neck, back, and shoulder pain when I first walked through their doors and was feeling hopeless. After regular visits for adjustments and massages, and following Dr. Pedro's advice, I feel great!!  I am happier and healthier than I have been in years!  Thank you Kelly, Dr. Pedro, and Erin for the excellent care, love, and support you have given me this past year. I am truly grateful and blessed to have you in my life!!!",2017-08-24 19:18:30
6602927,k8ZaSdswW3OL0Zixgbp7hQ,Lfv0I9cjo9IxnAiZz8mGWQ,5gIfmupQTP3Lk4wIgNfoEQ,5.0,0,0,0,"Been waiting for a good Vietnamese restaurant to be nearby. Ordered the chicken pho to go. So good. 
As I waited. The atmosphere was laid back. Tv on, nice decor, bob Marley playing in the background. :) 
The people are very nice. 
I will be back.",2015-12-31 18:54:45
3795650,4lxADCBNbuE6TcOIOmCxkw,Mjaedw5fFn88Su8mi_e9PQ,xGoGfHNkxui4Nxwhz6LaIg,4.0,0,0,0,"Casual dining. A little hidden on a side street. Great bread baked on site. Many po boy choices, but they were out l
MMA",2018-02-21 20:05:01
5064279,FfVYrcvv8-gc-wZkvV9GNA,dAmYq0aNl89q2EPiwy_4Qg,WiOSsV1BktMBQm2KOSm7SQ,5.0,2,0,0,"Best Mexican place in town!

Salsa bar is the bomb. Lengua tacos are amazing and tender - while a little underseasoned, the salsa bar and sauces more than make up for it. Their queso sauce and chips are to die for. I haven't ventured much outside those items because everytime I come, I crave these things and haven't found a desire to stray from perfection.",2013-05-19 07:18:12
1152369,-4-pBRYocXu1uUqB1SgDeg,KKRYXHO3ye2bXs0yZhlyaA,pG5hLBK49Oz2TLX2qY6UQw,5.0,0,1,0,"Very good food at a cheap price, especially the Pho Ga. Other entrees were also delicious.",2016-08-09 17:42:44
1975127,F0MaEhUzmUyTRIOBdvGL4A,SswjpMl44u_ea8OllT4ryg,ZjXLrHtGEEF9uGuMw_3V1Q,5.0,2,1,1,"Gerard is the best! I have bought many items and received a ton of helpful advice, not always limited to items I end up purchasing. He will help you out, give you the real scoop if a product is not something he would spend his own money on. Listen to him if he says he would / would not buy something. I trust him very much to give it to me straight. He works to make sure you will be happy with your purchase. If he says he would recommend something over something he does not recommend, trust him. Some folk buy items against his advice and usually end up returning when they should have listened to his recommendation first.",2018-03-03 02:23:16
5988897,732ck7BZiIUmvqMGRt06Ow,DeN_KC-li0QFlPVVbEf5dg,qGtPd-sk178XvrN38D3kzQ,5.0,0,0,0,"Delicious banana nut pancakes! Full of bananas and pecans cooked into the pancakes, then bananas and pecans on top! So good I forgot to take a pic before diving in! One pancake is definitely enough but get two so you have plenty for leftovers!! Wifey got the Portobello Wrap, fresh wheat wrap full of shrooms, red peppers, pesto and etc. Another hit! She had a side of home fries, her fave! Red skinned potatoes with onions perfectly sautéed! She's also got leftovers, bonus! Service on a Wednesday afternoon is great! Fast and efficient! I love the clean and upbeat look, I especially love all the booths! Sorry First Watch, we've got a new brunch love!",2015-10-14 18:08:03
5050424,Z5wJtSQI9oOiSzJOpQ_68A,S9vtNMvKK3B8V6dWaiS0Mg,dGUyXgFW1WSYMgRypKaYew,4.0,1,0,0,"I really enjoy The Row.

Why, you might ask..
1) Parking!  To work in Nashville where parking is either a challenge or expensive, thrilled to have a dedicated lot that's well lit and easy.
2) Breakfast.  Yum.  Lots of breakfast options for lots of different palates, and it's all comfort/southern/yumminess.
3) Lunch.  Good burgers and sandwiches, and one of my favorite mac and cheese sides anywhere. Other options, too, but lots of variety and usually just what you're looking for is somewhere on there.

I also like that they have a VIP room where if you need 20 people to eat together, and you don't want to go the private dining set up menu route... that can happen here.

The Row is owned by the same folks who have The Honeysuckle down in Franklin where I live, and I enjoy there as well... but that's a whole different experience and price point.

Stop in and give them a try. It's after all easy in, easy out and you'll leave happy.",2018-02-28 20:34:51
6798780,2TRMnm793S27Vh9vxMxLVw,oBMWCeykw6BnjldQFOqPzg,StQxuXJYJcKL_57IceqkaQ,5.0,2,0,0,"If at first you don't succeed... do it completely right the second time.  We just happened to be the first customers through the door at the newly opened Vuelo Mexican Grill here it New Tampa and couldn't have been more pleased.  Vuelo is the second attempt by the owner of Senor T's to do a Mexican restaurant right and they have succeeded perfectly - it's like night and day different.  Everything from the newly designed interior to the tempting menu and food done right makes this the top tier of Mexican restaurants in the New Tampa area.  If they can maintain this level of quality and service then this will be the go-to place for reasonably priced authentic Mexican fare for years to come.  And let's not forget one of the outstanding touches that is unique to Vuelo - the salsa bar.  The selection is incredible and all freshly prepared. Last but not least is a dessert called Vuelo Pudding, or as we call it the ""OMG"" finish to our meal.  Go. Enjoy.  I guarantee you won't be disappointed.",2016-10-25 17:16:02
4907587,sHs2OKTUXJAlNzKUd_3j8Q,o0v8O6e5vTgCPuxiZabdig,lCBNG5NW_W138NpHM8Mv-w,5.0,0,0,0,"We love Mesa.  It's not amazing Mexican food, but it's quick, cheap, and better than ALL the expensive Mexican food restaurants around us.  The help there is also very friendly and accommodating.  The other day, they were backed up due to a huge to-go order and they comped a person's meal using their tip money.  It was a stand-up move. It's BYOB as well!",2015-04-29 12:23:21
3061349,-ZjP3GRQVBuQvnkjEOE_QA,ApTwWpcDvREvArejTkjaUw,p4lVltKOVX6-XvCVCXmc0Q,1.0,0,0,0,My girlfriend and I were seated at an outside table given menus and basically forgotten. Another cpuple were seated near by and complained to a bus boy and someone came out right away and their order was taken. So after 10 to 15 minutes we walked out and will NEVER return.,2012-10-23 00:33:14
98968,_iDS3lf3E2DMvOxhsbzeRg,i8xJas9FNSnLyC11GoiIqg,EvZxyqrR2xej3CT14pLa7w,1.0,0,0,0,"I went here for a romantic expensive dinner and was thoroughly dissappointed. I had the qunioa. My boyfriend got the lamb, and it was very tough. Both of our dishes had weird flavor combos that just did not work. We expected the dishes to get better, but every one was more dissappointing than the last. It was expensive and BAD. I wanted to like the food because it is local, but I just couldn't. I would have been more satisfied going to Wendy's. On top of that, our service was painfully slow. Our waiter would just disappear into an abyss and not return for another 20 minutes. To top it off our food took forever. They were not busy; there was no excuse. I was not a fan of the stuffy atmosphere. I felt like i was on a cruise where everyone is trained to not speak from the age of two.",2009-01-05 18:27:24
6956235,lsjuara38-E6oVhlJqHm6g,wF9ZOyut7XvDPF0PE5u-9A,jfvNWChH6Q7qynCG8bWRPw,5.0,0,0,0,"Amazing Boba in Nashville! Friendly staff observing covid protocols. Tried Brown sugar, Classic and Green Tea milk all orders include boba and additional toppings  cam be added for 0.50 cents. Self order inside thru their touch screens. Happy tummy",2021-05-02 01:03:59
6340345,pMg8jnF4qrr9PRcI8ZIiKQ,gW6sqRRnPywe8RMVVyZfiw,xWxn5wmpSNUVKvyTuVdVJg,5.0,0,0,0,"Omg. Where has this place been all my life. Best quick lunch or dinner anywhere on campus - unlimited veggies, delicious sauces (I combine black bean and garlic yogurt), and reasonable prices! The food is always so fresh and filling and the staff are friendly and fun. Juices are healthy and delicious too I work across the street at HUP and we now finally have somewhere good to go for lunch!! Omnomnom",2016-07-05 21:37:46
4210117,8wzmZTUwMehbnGAVgK14ig,II1QR9kX3mHPjTmUJbojVw,wYJxaGAGhSaAf_6UG7bD9g,4.0,0,1,0,"So, after walking all of South street from Broad to Front street, we just decided to eat at the corner Downey's restaurant that looks like a bar out of Sin City.  I expected the place to be hoppin', but when we got inside, there was only one other couple having dinner.  This was a Friday night on South Street and the place was a ghost restaurant.  We started looking up reviews from Yelp and almost ran out of the place. The reviews were scary for someone who bases their meals out on them.  We almost walked, but decided not to listen to the choir. To my surprise, the food was completely edible, well presented and even satisfying.  As for service, when my draft beer tasted slightly off, the waiter replaced it with a bottle for no charge.  We ordered the lobster ravioli, two plates of alfredo and the crab/shrimp salad. I don't have much bad to say about Downey's, sorry Yelp.",2015-08-08 13:50:41
2224822,m5QrFdCQ--gjeLasET6_Xw,Gk2tw_fK17tnmWQMefV30w,qh-Ho_4Bf0IoAfRgKjpPIA,1.0,3,3,2,"Bar Louie? More like Bar EWie. 

Cocktail was overpriced for a sad mix of mostly ice, pulp, and mint leaves that looked like a bird carcass smashed into the bottom of the glass. 

Fries with the fish and chips were cold. 

Burger was hot, but onions, cheese, and mushrooms were cold. Not sure how you get cold onions under semi-melted cheese but hey, it happened. 

Brisket sliders weren't bad but the brisket resembled a slice of candied bacon, not a piece of brisket. 

Service was horrible. Waitress was inattentive despite the lack of customers in the restaurant, took away food without asking if we wanted it wrapped (we didn't) and didn't bother asking about desert (we didn't want that either). 

You can expect better service at Wendy's and get better food at literally any other chain restaurant in the area.",2016-11-29 01:50:40
1460742,rTTCrBg0wvDpUOtkKXaSYg,eLFNqGIzWDX-97b4PBBgZg,ZygSmxsAa1qXp5oiacIbew,4.0,2,0,0,"Finally made it out to try Trattoria Guiseppe this week, as a belated Valentine's meal.  I've heard wonderful things and was dying to see for myself.  It definitely lived up to the expectations.

It was a Thursday night and I called at 6 pm for a reservation at 7 pm, party of 2.  This was no problem and when we arrived, we were seated immediately.

We had a friendly server who, although she admitted she was new, was moderately knowledgeable about the menu, shared the specials flawlessly, and did her very best to answer our questions.  She opened our bottles and catered to us right off the bat.

We ordered an antipasti app that was for two, but really could have served a table of 4 or 5.  It was overflowing with italian meats, cheeses and grilled veggies.  I ordered Spaghetti Carbonara and my boyfriend ordered Ravioli Bolognese.  My meal was delish - it was the first time I ever had Carbonara and it was exactly what I expected - rich, creamy, and cheesy.  The meat sauce on the Bolognese was also great - it had a rich, tomato-y taste and plenty of meat.

We were not rushed or bothered, but our server remained attentive.  We wrapped up the leftovers and ended the meal by splitting a chocolate soufflee topped with ice cream.  Perfect size for a sweet little bite.

Would love to get back there and maybe pair it with a movie, and try something else on the extensive menu.  Also, their lunch menu with pizzas and paninis was also long and looked great.  I've read a lot about how crowded it gets so I would be careful about the day/night you chose to go.",2011-02-18 21:19:55
2078733,TkdN12Y332nh-82mAGdZ-Q,G-c8bZbI23K3k1aIZkToDQ,COIL2VeL6MN-5Ou1D1i9bg,1.0,3,1,0,"I called the restaurant to make a reservation and the greeter informed me that all reservations need to be made online.( I don't consider that great customer service. ) 
Secondly after making the reservation and upon entering the restaurant they told me they did not have the reservation on file. The greeter told me if it was my first  time using  RESY, the reservation system that the restaurant uses), that I have to set up an account. But when I made the reservation the system took it. Also if the greeter knew it was an issue when I came to the restaurant why didn't she explain that to me on the phone when I was trying to making a reservation in the first place ???
Poor customer service. 

Side note: the entrance reeked of sewer gas.",2020-08-17 02:07:58
6354224,9-Bx0A_LF-3qPRa2pmiqjw,YEhgj7Vwdb5eFSKHqjT70A,hy-E7DdXbdgTbwphKUYW1w,2.0,0,0,0,Me and my family did the five in one tour for 25 dollars here and I was really disappointed in it. It only told one story per place we went too and it wasn't in great detail. I would have been better off if just googling stories about New Orleans and it's haunted history.,2015-06-12 05:55:55
987598,FXt46nbNqUh1xHtZMB1Fpw,188_eVf_F_ef2eJHF9LxPg,rVzbBAG3BDlx2-OFUOq4MQ,5.0,0,0,0,"I've driven multiple states away in search of the perfect taco, but nothing compares to El Toluco. This is the best Mexican food I've ever had. The tamales are also incredible if you manage to get them before they run out. Friendly staff, as well.",2017-11-30 17:40:16
3579930,HNEcludSvmnL3TJL4lzVQA,x4MwmUGlIbnnSoRggA6OOg,u5RCQuZa_-deZvcWnioecw,1.0,0,0,0,Absolutely the worst Wendy's I have ever been to. Rude. Slow. Incompetent. Seriously get some management in here. This is an embarrassment.,2017-07-11 04:23:27
204974,HD4KOoVTqR9NALlmGAwakQ,UWzAJf1CxoE8UE6i4wmR2A,pCmaISSyKum22MOtPOxL-w,5.0,0,0,0,"I haven't lived in the Philly area for nearly a decade but am still a fan. The last World Series, I was actually able to make it up to Philly for a game. It's so awesome to be surrounded by Phillies fans! darn Game 6, but here's to 2010!!",2010-01-29 16:19:14
3459512,_LjoFOg1rgtQXDVsWYHocQ,pjMdc4QN_9O87XH6-QeQUA,4UByKRseOwx4JxwXclCejQ,5.0,1,0,0,Another great Taxman!! I typically go to the one in Fortville - and the Cityway location is just as great! We were quickly greeted and drinks came out almost immediately. The building has the industrial with wood elements and is very fun area. The fire place divider is a nice touch...the food did not disappoint. The tavern burger was seasoned well and their frites are so delicious. I highly recommend their curry ketchup,2021-12-19 21:14:45
2466917,GWKxLDoneRUf3MbvCUB8Nw,jEZkS_r238NM0loj6U2kzA,uq-Fce4HRP9nC2704RD12g,4.0,0,0,0,I love this place ! My mom and sister go here every other Sunday. I go here for special occasions. They never let you down. They really take there time and do a good job . It's 30$ for a full set and it's worth it. I recommend to go here. They do a wonderful job!,2019-05-12 00:36:08
6376379,96VIi-7Z0nL75wHaHPFoeQ,o0wpVWQzDraRSNH5nW714A,zSSMmKQujl731_voEHStmg,1.0,1,0,0,I eat sushi often and this place is gross..The worst sushi I've ever had beware of this place,2016-04-02 18:54:14
4919716,dGPExflre6KiqDekDjEi2Q,cwYT2C5vYED7eaFeahmSrQ,pNN5ggRc5KUBsnIzDdf_2A,4.0,0,0,0,"Huge craft beer selection. The Drunk grill cheese and Truffle fries were just as good as all the reviews indicated. Hubs had the Beer batter fish n chips with Tarter sauce and HOMEMADE KETCHUP (AWESOME- is like a mixture of apples, tomatoes, cinnamon and onion and looks like marinara). We sat outside, really enjoyed it. We will be back.",2016-04-25 10:21:28
341512,tyWxaYgIXrUK-3rX5N4JeA,FOfvCOaFZVOa_GIsViSPSA,5vGeF12-lyJWAtuA03OGZA,4.0,1,0,2,"My husband and I came here for dinner last week and we really enjoyed it. We split the spinach dip, poutine and he also had wings. The food was great and the portions were so large we couldn't finish them. The service was friendly and attentive. If we were ever in the downtown area again I would definitely come here for dinner again.",2012-08-15 17:15:50
2333088,ulFxLXUbaOgHXPQKt2z6EQ,ZS2_UShhtcn4Ryl18Gc33A,DcLgwlC1SvZWmnxNc2r6DA,5.0,0,0,0,"I love this store. I always save a ton of $$$ coming here, instead of Publix. I will agree you have to sort through the huge amount of produce to find pieces that won't turn within a few days at times (avocados being one of these) but solid choices always include peppers, apples, and most things from the refrigerated section such as leafy greens. Since I am doing the keto diet I usually have an Easy time finding all the things that I need for this diet. The people have always been super nice and I tend to go in the evening when the lines aren't too bad. Unlike another reviewer I have never once had a bad time at the deli counter unless it was sushi Wednesdays for five dollars which yes you will have to wait because that is too good of a deal to pass up for most! It helps that I live close by to the store so it's not a drive for me but I am so happy that the store opened and that they plan to open more locations in the future so that others can enjoy.",2018-07-10 23:48:38
4072494,i3ZpT4ei910X_o9yvyVZQA,M-yTiWKFcFvhc4zOep8Mmg,uIlFxzyoJy7ud9j12aK7MA,5.0,6,1,4,"Perfection. Ever since visiting Chengdu, I've always tried to find those kind of dishes back in the USA. I've found decent places but DJ Kitchen knocks it out of the park! 

Chonqing dry pepper chicken: ma la flavor that has proven elusive at all the other places I order. This dish made the meal.

Xiaolongbao: perfect soup dumplings. Reminded me of some of the spots in HK. 

Egg drop soup: I get this whenever I order Chinese carry out. Solid, standard version of it.

It is indeed pricey but portions were generous, so you could easily split an entree. You also pay for the quality of the dishes, which were outstanding here.",2019-07-17 21:43:14
5442303,TXiE_Gqdg0zim5SeoIlc1w,1ymSh9JVagIswQYTtDuAfw,4k6SmsjWhcQJ40b2un18DA,1.0,1,0,1,"Horrible!! It's really not that hard to get an order right but somehow they never can get it right!!! Sad and pathetic, no pride in your job!!  Too many times my order is wrong in the drive thru or they don't have Cajun rice available or the chicken isn't ready!! Just close shop if you don't care!!! The portions have also shrank, yes we notice.",2017-06-30 03:16:59
3296200,i924IXx4YpqeP98YE4TMFg,EIpPME2cIuNbhfXrtsSApg,Pkqbww7xZ6i8NwE1SW5fvw,5.0,2,0,0,"Just picked up my first online purchase from FIND! Spectacular treasure. Still as great as my first review. 

If you have any donations of household items , they can really use them as it's a busy time right now for helping the community. 

I love that my money helps support others in need and reuses useful items... it's good for everyone!",2019-05-04 16:32:28
349532,x1I5TtbPcRfs_A5x8bW-xQ,oYrsS2JLKjBJA7VNhNMKCw,1P_mGUY1PyPq7_ZabrzpBw,5.0,0,0,0,"We had a fantastic anniversary dinner at Carmine's. The host greeted us at the door and wished us a happy anniversary before we even had a chance to give him our name on the reservation. We were then seated in a booth with napkins tied as roses as a special tribute to our celebration. We ordered shrimp for an appetizer and enjoyed a steak and the chicken modega for our meal. My side of au gratin potatoes and the twice baked potato was amazing. They also gave us a free piece of cake with ""Happy Anniversary"" written on the plate. All in all very yummy food and the service was incredible!",2018-11-24 02:49:51
4653241,kvOeb2xcOVw0itOaW15tHw,k2WfnUzr-tZmPmuHjt1Zpg,R4ewU7fWySKYMKD8Mu8PDw,5.0,1,0,0,"Tina is the sweetest, most caring nail tech I've had the privilege of meeting! I've been through a lot of the nail salons in town and she's the one I keep coming back for !! She does GREAT on shapes.  She is doing appointment only but it's WORTH IT. She does her best to remember your name and idk that's really sweet, you can tell she enjoys it. :) 
I'll add my nail photos in comments",2021-01-11 17:46:48
4953264,gXcfVkOJx8HrZuqPLVdpxQ,ZU1VFocDylLWzMBJ-9eTOw,RXr_he4lSOueM1R1FztGRQ,5.0,0,0,0,great servers && everyone is super nice && pleasant--just be aware that it is an indoor smoking bar. so it can be smokey depending how packed!,2017-12-20 04:58:22
1766338,0fUmvsz492mgkDR7XjnjpA,rdWqubsf5kLT4RtN3JW0Rw,-uzQNt-3jsRK5okUuJiQLA,5.0,1,0,1,"This is a fantastic place...had a gyro plate...try it!! The place is nice, large menu even if you don't want greek food.",2018-03-16 18:54:51
2574471,exl-V0r-j-vUnoN_CFARMA,EQpFHqGT9Tk6YSwORTtwpg,Gyv8LxXIj3fa_hrDom26aQ,2.0,2,0,1,This place is open when it wants to be. Once in a blue moon you can find something. I picked up a nice black down vest here. Niceeee. Thats just once. Be optimistic despite it looking like it is just junk piled from top to bottom.,2014-04-11 19:15:57
